width,height,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,id,label
32,32,0.41143122,0.55013716,0.33772546,0.10919646,0.12546307,0.073188566,0.43309793,0.102616034,1942,deer
32,32,0.61769086,0.526201,0.48447016,0.24336593,0.25123107,0.24047595,0.5427873,0.24502432,2009,horse
32,32,0.4167825,0.5051524,0.5976495,0.21627495,0.2157165,0.23772082,0.50652814,0.22323744,2111,ship
32,32,0.53015935,0.5089126,0.40214953,0.14852512,0.15489356,0.17033106,0.4804072,0.15791659,2183,dog
32,32,0.22082812,0.2960748,0.39515132,0.14161162,0.12216997,0.117198266,0.30401808,0.12699328,2190,airplane
32,32,0.44331822,0.541077,0.34761876,0.16441709,0.18324333,0.16117962,0.44400468,0.16961335,2192,bird
32,32,0.27561948,0.3208514,0.26172504,0.23536739,0.18438533,0.16678447,0.2860653,0.1955124,2211,deer
32,32,0.53156275,0.55579805,0.47523335,0.109511085,0.11354021,0.09301429,0.5208647,0.105355196,2214,deer
32,32,0.4799097,0.4654449,0.46935079,0.17258285,0.13211498,0.11224604,0.47156847,0.13898128,2323,airplane
32,32,0.38380608,0.3910443,0.38265318,0.26063877,0.2575856,0.26598033,0.38583454,0.26140156,2339,truck
32,32,0.53402764,0.5616623,0.5691457,0.19711398,0.23990832,0.31268537,0.55494523,0.24990256,2355,bird
32,32,0.48347458,0.45794186,0.39070114,0.1964187,0.195435,0.1810356,0.4440392,0.19096309,2361,horse
32,32,0.64904994,0.617796,0.5210084,0.08023881,0.12713549,0.19915271,0.59595144,0.135509,2433,cat
32,32,0.7303444,0.71873385,0.72335994,0.1293746,0.12584026,0.12699653,0.72414607,0.1274038,2442,ship
32,32,0.524296,0.5057681,0.4539947,0.09230787,0.10337603,0.10373554,0.49468628,0.09980648,2523,dog
32,32,0.54783994,0.571327,0.6041785,0.22015946,0.20446818,0.2711964,0.5744484,0.23194134,2529,deer
32,32,0.5482605,0.47350916,0.38902736,0.20724526,0.22071701,0.22959423,0.47026566,0.21918552,2531,cat
32,32,0.22551204,0.21408096,0.18927647,0.2233918,0.2234826,0.2316067,0.20962316,0.22616036,2562,bird
32,32,0.34628987,0.40836012,0.49980265,0.13843772,0.13685781,0.1984709,0.4181509,0.15792215,2575,airplane
32,32,0.52794117,0.54775614,0.563174,0.28017673,0.27492175,0.2704164,0.54629046,0.27517164,2580,dog
32,32,0.7952564,0.7934752,0.76344764,0.2247191,0.2449212,0.2252985,0.7840597,0.23164625,2609,horse
32,32,0.45477983,0.5133268,0.45119953,0.14266913,0.18102829,0.13090889,0.47310206,0.15153544,2673,deer
32,32,0.6639937,0.6453281,0.5404336,0.1648942,0.17743509,0.13541633,0.6165852,0.15924853,2711,deer
32,32,0.5454049,0.4927779,0.2687485,0.18285431,0.17613018,0.1355647,0.4356438,0.16484971,2730,frog
32,32,0.36037615,0.37530836,0.3247219,0.1814218,0.21526,0.17687654,0.3534688,0.19118612,2742,bird
32,32,0.519823,0.5483271,0.50323665,0.24883384,0.24292147,0.27612743,0.52379555,0.2559609,2758,truck
32,32,0.56059563,0.5625023,0.30836716,0.2173247,0.19207178,0.17763805,0.477155,0.19567817,2792,bird
32,32,0.4929809,0.50093555,0.2636745,0.1550913,0.1580798,0.13754158,0.419197,0.15023756,2855,bird
32,32,0.5237657,0.6078158,0.63504446,0.19858852,0.17366019,0.171313,0.58887535,0.18118723,2864,airplane
32,32,0.35027245,0.31787613,0.1962499,0.20818211,0.16003661,0.1095934,0.28813282,0.1592707,2900,deer
32,32,0.4147405,0.49620578,0.62257516,0.16237737,0.13745639,0.11945403,0.5111738,0.1397626,2955,ship
32,32,0.558861,0.5115313,0.39148933,0.16560748,0.15593803,0.13102058,0.48729387,0.15085536,2983,cat
32,32,0.37450603,0.3958716,0.34493652,0.2985757,0.286517,0.27979022,0.37177137,0.2882943,2985,dog
32,32,0.44685957,0.3985672,0.45172754,0.17067441,0.17364633,0.16531716,0.43238476,0.1698793,2997,airplane
32,32,0.60159314,0.65470237,0.5676893,0.17342007,0.27845606,0.16969688,0.6079949,0.207191,3002,deer
32,32,0.33766407,0.33766407,0.33766407,0.28266048,0.28266048,0.28266048,0.33766404,0.28266048,3004,cat
32,32,0.32238308,0.3017759,0.29461077,0.15256982,0.1547001,0.16455813,0.30625656,0.15727602,3017,cat
32,32,0.5366185,0.6611039,0.7334682,0.25326186,0.20008539,0.2073228,0.6437302,0.22022335,3054,airplane
32,32,0.314823,0.3905279,0.5202948,0.21469156,0.25209117,0.27726126,0.40854856,0.24801467,3086,automobile
32,32,0.396002,0.3748352,0.3553757,0.19110197,0.19019714,0.17209834,0.37540427,0.18446581,3105,horse
32,32,0.4762726,0.45269355,0.42603987,0.2082061,0.23810926,0.25717372,0.45166865,0.23449636,3151,horse
32,32,0.5481118,0.5221471,0.47327211,0.122471474,0.12245082,0.12372348,0.51451033,0.12288193,3155,frog
32,32,0.6547483,0.624291,0.57244575,0.16927798,0.17546596,0.18977563,0.6171617,0.17817318,3157,dog
32,32,0.5145692,0.56205314,0.5501353,0.22108883,0.24955444,0.3270955,0.54225254,0.26591292,3212,airplane
32,32,0.53731984,0.42497692,0.3459365,0.19258134,0.20960179,0.22315954,0.43607774,0.20844756,3222,dog
32,32,0.35583752,0.38521808,0.23225258,0.19222307,0.15852816,0.1696281,0.32443607,0.17345977,3254,bird
32,32,0.502153,0.48954126,0.41525856,0.16080718,0.20429069,0.1922407,0.46898425,0.18577953,3273,horse
32,32,0.552477,0.43262517,0.35399422,0.19848774,0.19764404,0.1717651,0.44636548,0.18929897,3280,horse
32,32,0.43552753,0.44868302,0.45458055,0.12963264,0.114746355,0.08975037,0.4462637,0.11137646,3378,deer
32,32,0.50162303,0.58528686,0.32024628,0.07013711,0.047796484,0.023127958,0.46905208,0.04702052,3419,deer
32,32,0.43669802,0.60030663,0.6681327,0.28841966,0.25971776,0.23644343,0.56837916,0.26152694,3420,ship
32,32,0.6742064,0.63847965,0.6228048,0.21570817,0.23313887,0.24524313,0.6451636,0.2313634,3427,dog
32,32,0.5240419,0.44708177,0.46978363,0.2845723,0.30569103,0.26067117,0.48030245,0.28364483,3432,dog
32,32,0.23421057,0.12495399,0.12194385,0.3139151,0.18765117,0.18519352,0.16036947,0.22891994,3468,automobile
32,32,0.6931321,0.6595383,0.6191549,0.1292864,0.15667489,0.17848745,0.65727514,0.15481624,3494,ship
32,32,0.48307675,0.40874362,0.49564183,0.19054584,0.2148835,0.21067265,0.46248737,0.20536733,3503,dog
32,32,0.5980538,0.47570503,0.44858724,0.20998941,0.1882734,0.185196,0.5074487,0.19448626,3594,frog
32,32,0.5018439,0.5271382,0.52347666,0.27225256,0.26945958,0.2767853,0.5174863,0.27283248,3698,truck
32,32,0.6062617,0.57835925,0.504233,0.2528229,0.26495436,0.22358999,0.56295127,0.2471224,3716,horse
32,32,0.36528522,0.33376685,0.2931405,0.19422276,0.18438202,0.1863326,0.3307309,0.18831246,3733,deer
32,32,0.37883076,0.38132027,0.34678045,0.18616648,0.22258043,0.22434625,0.36897716,0.21103103,3752,dog
32,32,0.5630968,0.58258176,0.5406623,0.112613544,0.12518871,0.13596787,0.5621136,0.12459004,3768,dog
32,32,0.4631139,0.44765398,0.45307624,0.27697316,0.28046015,0.26886654,0.45461473,0.27543327,3851,truck
32,32,0.6122509,0.48653916,0.3455458,0.14862609,0.13767934,0.126241,0.48144528,0.13751547,3863,deer
32,32,0.55416733,0.4796476,0.5089324,0.2773458,0.31409732,0.30866233,0.5142491,0.30003515,3883,truck
32,32,0.53938144,0.65427226,0.85447097,0.07158591,0.090247646,0.11286568,0.68270826,0.09156641,3919,airplane
32,32,0.4097353,0.43026283,0.47314405,0.21725728,0.20339854,0.23819886,0.43771407,0.21961822,3929,truck
32,32,0.5747552,0.45094642,0.418593,0.11901548,0.15668365,0.15220766,0.48143157,0.1426356,3940,horse
32,32,0.33093217,0.37767437,0.4555698,0.17225502,0.18193476,0.1959329,0.38805878,0.18337423,3941,airplane
32,32,0.4353655,0.42535067,0.41833496,0.24748254,0.2481762,0.2504727,0.42635036,0.24871047,4029,truck
32,32,0.4160117,0.41574767,0.41590452,0.28142703,0.28121936,0.28105596,0.41588795,0.28123412,4040,automobile
32,32,0.20915602,0.30503628,0.20545647,0.21532734,0.26249498,0.21058515,0.2398829,0.22946914,4065,frog
32,32,0.49318287,0.46345338,0.4340488,0.19010352,0.15892245,0.1654606,0.46356168,0.17149551,4071,bird
32,32,0.45396742,0.31588477,0.29003784,0.16843373,0.11489643,0.11255277,0.35329667,0.13196097,4087,frog
32,32,0.7485237,0.75415266,0.7437366,0.25110868,0.25034553,0.24623203,0.74880433,0.24922876,4108,horse
32,32,0.3941136,0.35441473,0.35274902,0.16539085,0.14901066,0.14892443,0.36709246,0.15444197,4109,cat
32,32,0.51608956,0.47535062,0.4590474,0.22199033,0.23315321,0.24981019,0.48349586,0.23498458,4129,cat
32,32,0.45576447,0.34707433,0.20437986,0.11821691,0.10851997,0.09461191,0.33573952,0.10711626,4145,frog
32,32,0.22721659,0.4270104,0.6749498,0.21791846,0.1180868,0.13076279,0.44305894,0.15558936,4156,airplane
32,32,0.6770101,0.6290554,0.61051303,0.2628585,0.27232227,0.26482138,0.6388595,0.2666674,4163,airplane
32,32,0.43304342,0.39801237,0.33903953,0.21853144,0.19451739,0.21348767,0.39003178,0.2088455,4169,bird
32,32,0.31400895,0.59322524,0.8290951,0.15347326,0.121740334,0.2031576,0.5787764,0.15945707,4230,airplane
32,32,0.44363877,0.36356404,0.32346344,0.17117788,0.16174892,0.17689839,0.37688875,0.16994174,4244,cat
32,32,0.46357852,0.40141258,0.3675169,0.21964686,0.2549766,0.19325218,0.41083598,0.22262521,4245,automobile
32,32,0.37073764,0.45939863,0.5660314,0.14057557,0.13243271,0.18881229,0.46538925,0.15394019,4247,truck
32,32,0.59104854,0.5266156,0.42950416,0.19205524,0.19923231,0.23067446,0.51572275,0.20732068,4265,horse
32,32,0.63884515,0.63424575,0.63404655,0.40285516,0.40639645,0.40525702,0.63571244,0.4048362,4274,airplane
32,32,0.5147725,0.4748566,0.46951404,0.20883344,0.18536958,0.17881379,0.48638102,0.19100559,4304,ship
32,32,0.5204701,0.45609722,0.47830594,0.20508927,0.21273513,0.2134857,0.48495772,0.2104367,4327,automobile
32,32,0.6372917,0.6158035,0.5661217,0.23008537,0.23148334,0.22662725,0.6064056,0.22939865,4348,dog
32,32,0.4568891,0.5029907,0.5104928,0.29408935,0.2653143,0.25166956,0.49012423,0.27035773,4363,dog
32,32,0.40030295,0.3784045,0.35265708,0.18390983,0.14731842,0.11107533,0.37712154,0.14743453,4422,frog
32,32,0.6401412,0.62844145,0.6209235,0.20613663,0.203051,0.24210142,0.62983537,0.21709634,4449,dog
32,32,0.5373119,0.4558132,0.39149493,0.14466976,0.15045016,0.1815978,0.46153998,0.15890591,4450,cat
32,32,0.57063144,0.59824204,0.6304375,0.20686539,0.2001557,0.22689155,0.59977037,0.21130423,4456,bird
32,32,0.41229367,0.28150135,0.19195649,0.10431218,0.0924164,0.09482089,0.2952505,0.09718316,4460,automobile
32,32,0.51033807,0.5347592,0.5294854,0.20536755,0.21430013,0.22276768,0.5248609,0.21414511,4470,ship
32,32,0.44166827,0.43758565,0.3985966,0.2602453,0.2666252,0.27654696,0.42595017,0.2678058,4507,horse
32,32,0.50948644,0.54917264,0.41345826,0.16054015,0.1804497,0.16694002,0.49070576,0.16930996,4514,horse
32,32,0.38112774,0.5082728,0.25829363,0.16066308,0.16074516,0.123149395,0.38256475,0.14818588,4520,cat
32,32,0.60393953,0.5311272,0.57123816,0.28274605,0.32603917,0.30630785,0.5687683,0.30503103,4581,ship
32,32,0.49716556,0.48393416,0.4590417,0.23215567,0.18400486,0.19428487,0.48004714,0.2034818,4614,horse
32,32,0.503248,0.41965005,0.38354036,0.17420588,0.13342829,0.15000264,0.4354795,0.15254562,4673,cat
32,32,0.42521387,0.32404962,0.24722552,0.1380503,0.09074498,0.07791268,0.332163,0.102235995,4730,horse
32,32,0.5607376,0.54194546,0.5199711,0.17959411,0.19644664,0.21429116,0.54088473,0.1967773,4773,cat
32,32,0.6124336,0.37466332,0.37259158,0.2543366,0.37018558,0.34537977,0.45322952,0.32330066,4789,dog
32,32,0.12353294,0.11889543,0.082624584,0.18190402,0.15099196,0.115361094,0.108350985,0.14941902,4814,frog
32,32,0.4012221,0.4078547,0.5220369,0.14748995,0.14562377,0.12542546,0.44370458,0.13951306,4817,airplane
32,32,0.48962387,0.45187542,0.39866254,0.24410367,0.2513315,0.24149668,0.4467206,0.24564396,4818,dog
32,32,0.666408,0.58481395,0.480893,0.2536301,0.26686573,0.26753232,0.57737166,0.26267603,4823,dog
32,32,0.7301227,0.7292382,0.72590613,0.2637737,0.26887706,0.25626254,0.72842234,0.2629711,4829,ship
32,32,0.51025957,0.37443706,0.27345183,0.24686687,0.23036566,0.23348151,0.38604948,0.23690468,4845,dog
32,32,0.5367954,0.51161575,0.491334,0.26445994,0.26417652,0.2692077,0.5132484,0.26594806,4851,dog
32,32,0.2981704,0.3049494,0.21070772,0.21664089,0.22143438,0.26592332,0.27127585,0.23466618,4860,airplane
32,32,0.60536116,0.5289716,0.48568892,0.24997535,0.25053647,0.2515837,0.54000723,0.2506985,4866,truck
32,32,0.5655302,0.56622314,0.62284005,0.3112265,0.27540183,0.2763516,0.58486444,0.28765997,4868,ship
32,32,0.41554487,0.1569501,0.11707604,0.3011429,0.14825633,0.15873381,0.22985701,0.20271103,4879,dog
32,32,0.54433566,0.52893704,0.45001286,0.19323677,0.21957967,0.24900381,0.5077619,0.22060674,4884,horse
32,32,0.5919761,0.44735432,0.35409102,0.13469277,0.18235238,0.22081858,0.46447384,0.17928791,4885,dog
32,32,0.7357748,0.7612225,0.804149,0.25143722,0.24722628,0.2120476,0.7670488,0.23690371,4893,ship
32,32,0.5068691,0.4320001,0.35704207,0.19497861,0.17232694,0.11866291,0.43197045,0.1619895,4970,deer
32,32,0.5309023,0.48758048,0.4780022,0.12453788,0.106933385,0.11897951,0.49882832,0.11681693,5013,bird
32,32,0.50222725,0.49272993,0.46974814,0.28813022,0.27844968,0.29338482,0.48823512,0.28665492,5036,horse
32,32,0.43275422,0.4783727,0.41167992,0.28289142,0.27863127,0.2738901,0.4409356,0.27847096,5049,ship
32,32,0.6155255,0.5409392,0.4641844,0.10936321,0.104315735,0.09342273,0.5402164,0.10236723,5072,truck
32,32,0.67188174,0.6181291,0.59749806,0.18232831,0.21634907,0.22618568,0.62916964,0.20828767,5087,cat
32,32,0.4084025,0.40726477,0.36024103,0.18352383,0.18170947,0.19418871,0.39196944,0.18647401,5115,horse
32,32,0.70051557,0.6910611,0.6641741,0.21164176,0.22613406,0.2523809,0.6852503,0.23005223,5147,automobile
32,32,0.55870533,0.5644807,0.5590045,0.14914614,0.14800821,0.1553719,0.5607302,0.15084209,5153,dog
32,32,0.30285233,0.36024028,0.20534869,0.120915085,0.13552906,0.10990991,0.28948042,0.12211802,5160,frog
32,32,0.3541437,0.3574297,0.32452515,0.21224259,0.19700308,0.19352156,0.3453662,0.20092241,5170,frog
32,32,0.52263284,0.5745363,0.62997514,0.28358743,0.2511779,0.29085344,0.57571477,0.27520627,5187,truck
32,32,0.8641071,0.8507841,0.8411792,0.2160793,0.23303561,0.24137503,0.8520234,0.23016332,5196,automobile
32,32,0.3586168,0.48449305,0.26463643,0.24580403,0.24711739,0.19578643,0.36924875,0.22956927,5216,bird
32,32,0.44599977,0.51865196,0.6424901,0.12924771,0.16386694,0.17388198,0.5357139,0.15566555,5223,ship
32,32,0.35008016,0.37924722,0.29643777,0.16601689,0.15203904,0.14543283,0.34192172,0.15449625,5228,deer
32,32,0.5402583,0.40670374,0.37705487,0.24862735,0.30207866,0.3066717,0.44133893,0.2857926,5237,automobile
32,32,0.4375359,0.46041763,0.46909192,0.3466136,0.34697872,0.34976086,0.4556818,0.3477844,5254,ship
32,32,0.5515832,0.5555187,0.5488737,0.30716345,0.29449493,0.30239314,0.5519919,0.3013505,5396,truck
32,32,0.49411425,0.45179194,0.39013422,0.14935167,0.16269293,0.16255623,0.4453468,0.15820028,5489,deer
32,32,0.41599536,0.4487545,0.3482721,0.24212326,0.22304775,0.2328647,0.40434065,0.23267858,5504,dog
32,32,0.52989435,0.47771114,0.42206258,0.10724206,0.12593418,0.15888533,0.47655606,0.13068719,5526,horse
32,32,0.36403063,0.40445787,0.23170066,0.14983892,0.15980269,0.12589209,0.3333964,0.1451779,5546,cat
32,32,0.31948802,0.36794913,0.2544066,0.16481182,0.1792665,0.15170008,0.31394792,0.16525947,5573,automobile
32,32,0.49261552,0.4679603,0.35919923,0.19142707,0.16464634,0.1323218,0.43992504,0.1627984,5577,bird
32,32,0.3484413,0.31174526,0.14274192,0.12964025,0.11862678,0.087737165,0.26764283,0.1120014,5583,frog
32,32,0.46191758,0.46131626,0.45748243,0.076191805,0.07177923,0.069423765,0.46023878,0.072464935,5634,deer
32,32,0.60697794,0.6138058,0.60685503,0.10850209,0.13787055,0.14757866,0.60921293,0.1313171,5654,deer
32,32,0.5841567,0.45491517,0.45640108,0.16929601,0.1915682,0.17721783,0.49849096,0.17936069,5684,automobile
32,32,0.45641017,0.44862494,0.37056193,0.11938043,0.117407836,0.14560987,0.42519903,0.12746604,5713,bird
32,32,0.54179996,0.47919673,0.3816594,0.1796216,0.1555537,0.121831514,0.46755204,0.1523356,5755,deer
32,32,0.40951717,0.3763634,0.38852277,0.27312595,0.26457888,0.25145137,0.39146778,0.26305208,5771,airplane
32,32,0.62561685,0.6178698,0.619666,0.2018805,0.20407595,0.20354322,0.6210509,0.20316656,5804,airplane
32,32,0.60577154,0.52291363,0.48673883,0.14132732,0.15667605,0.15962002,0.5384747,0.15254113,5824,cat
32,32,0.67967933,0.63227606,0.66086084,0.29740465,0.32475653,0.30442864,0.6576054,0.30886325,5844,airplane
32,32,0.3875049,0.54365885,0.55362684,0.23258504,0.22562547,0.2372711,0.49493018,0.23182721,5866,truck
32,32,0.6463227,0.5524545,0.56985635,0.1554761,0.25885403,0.2525077,0.58954453,0.22227927,5873,dog
32,32,0.7443423,0.7197943,0.6637552,0.1845765,0.19187412,0.22603045,0.70929724,0.20082702,5875,airplane
32,32,0.34899583,0.36614847,0.393646,0.08066816,0.09009243,0.1411564,0.36959675,0.10397234,5947,deer
32,32,0.4660831,0.5447082,0.5652357,0.17668174,0.15894866,0.1568896,0.5253423,0.16417335,5988,ship
32,32,0.5638935,0.6447475,0.65356827,0.25586015,0.20374744,0.21460664,0.6207364,0.22473808,6017,truck
32,32,0.4486278,0.4052611,0.4007651,0.161944,0.14069262,0.13481854,0.418218,0.1458184,6018,dog
32,32,0.385965,0.39226097,0.4530034,0.14871661,0.147077,0.15597858,0.41040978,0.15059072,6021,automobile
32,32,0.6616638,0.6247153,0.6476444,0.2600952,0.26496524,0.28536606,0.6446745,0.27014217,6035,truck
32,32,0.8048579,0.7493139,0.7379862,0.26901838,0.34687942,0.35503832,0.7640527,0.32364535,6060,horse
32,32,0.3402376,0.3365532,0.3041662,0.14966725,0.14355618,0.13338292,0.32698566,0.14220212,6066,dog
32,32,0.68576354,0.6811108,0.7523955,0.15923518,0.15628326,0.12835169,0.7064233,0.14795671,6068,airplane
